ID;ACUSACION;ANIO_DENUNCIA;ANIO_ENTRADA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_DELITO;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;POBLACION;RURAL O URBANO;PORCENTAJE
566;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;JUICIO;FEMINICIDIO;JUVENTUD 18 - 28;NO;NO;NO;Ley 906;IBAGUE;Colombia;Colombia;SI;DIRECCION SECCIONAL DE BOGOTA;MASCULINO;1;579803;URBANO;0.00017247%
567;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;JUICIO;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;MELGAR;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;37523;RURAL;0.00266503%
568;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;IBAGUE;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;579803;RURAL;0.00017247%
569;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;IBAGUE;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;579803;URBANO;0.00017247%
570;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;NATAGAIMA;Colombia;NA;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;22255;URBANO;0.00449337%
571;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;RIOBLANCO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;24039;URBANO;0.00415991%
572;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;RONCESVALLES;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;6373;RURAL;0.0156912%
573;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;IBAGUE;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;579803;URBANO;0.00017247%
574;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CALI;Colombia;Venezuela;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;2496346;URBANO;0.00004006%
575;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALDAS;FEMENINO;1;2496346;RURAL;0.00004006%
576;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;CaquetA;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAQUETA;FEMENINO;1;2496346;RURAL;0.00004006%
577;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CASANARE;FEMENINO;1;2496346;RURAL;0.00004006%
578;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;FLORIDA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;59207;RURAL;0.00168899%
579;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;FLORIDA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;59207;RURAL;0.00168899%
580;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PALMIRA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;MASCULINO;1;314418;RURAL;0.00031805%
581;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;YUMBO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;2;131593;RURAL;0.00151984%
582;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;2496346;RURAL;0.00004006%
583;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;RIOFRIO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;13569;RURAL;0.00736974%
584;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;YOTOCO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;16633;RURAL;0.00601214%
585;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;YUMBO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;131593;RURAL;0.00075992%
586;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;2496346;URBANO;0.00004006%
587;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;TERMINACION ANTICIPADA;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;ALCALA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;23665;RURAL;0.00422565%
588;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BUENAVENTURA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;440995;RURAL;0.00022676%
589;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;CALI;Colombia;NA;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;2496346;URBANO;0.00004006%
590;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;ChocO;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CHOCO;FEMENINO;1;2496346;URBANO;0.00004006%
591;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;ChocO;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;GUADALAJARA DE BUGA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CHOCO;FEMENINO;1;114053;URBANO;0.00087679%
592;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;YUMBO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CORDOBA;FEMENINO;1;131593;URBANO;0.00075992%
593;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;Colombia;NA;NO;DIRECCION SECCIONAL DE CORDOBA;MASCULINO;1;2496346;URBANO;0.00004006%
594;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CORDOBA;FEMENINO;1;2496346;URBANO;0.00004006%
595;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;EL CERRITO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;FEMENINO;1;58829;URBANO;0.00169984%
596;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;JAMUNDI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;FEMENINO;1;132540;URBANO;0.00075449%
597;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;RIOFRIO;Colombia;NA;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;FEMENINO;1;13569;URBANO;0.00736974%
598;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;YUMBO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;FEMENINO;1;131593;URBANO;0.00075992%
599;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;CALI;Colombia;NA;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;;1;2496346;URBANO;0.00004006%
600;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;CALI;Colombia;NA;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;MASCULINO;1;2496346;RURAL;0.00004006%
601;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;CALI;Colombia;NA;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;2496346;RURAL;0.00004006%
602;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CARURU;Colombia;Colombia;NO;DIRECCION SECCIONAL DE GUAVIARE;FEMENINO;1;3350;RURAL;0.02985075%
603;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;SAN JOSE DEL FRAGUA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE GUAVIARE;FEMENINO;1;15408;RURAL;0.00649013%
604;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CIENAGA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE GUAVIARE;MASCULINO;1;105807;RURAL;0.00094512%
605;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;SANTA MARTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE GUAVIARE;FEMENINO;1;524031;RURAL;0.00019083%
606;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;INACTIVO;INDAGACION;FEMINICIDIO;PRIMERA INFANCIA 0 - 5;SI;SI;NO;Ley 906;SANTA MARTA;Colombia;NA;NO;DIRECCION SECCIONAL DE GUAVIARE;FEMENINO;1;524031;RURAL;0.00019083%
607;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SANTA MARTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE HUILA;FEMENINO;1;524031;RURAL;0.00019083%
608;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;PUERTO CONCORDIA;Colombia;NA;NO;DIRECCION SECCIONAL DE HUILA;FEMENINO;1;23708;RURAL;0.00421799%
609;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;TUMACO;Colombia;NA;NO;DIRECCION SECCIONAL DE HUILA;FEMENINO;1;4462;RURAL;0.02241147%
610;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;ESPINAL;Colombia;NA;NO;DIRECCION SECCIONAL DE HUILA;MASCULINO;1;75692;URBANO;0.00132114%
611;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;2;2496346;URBANO;0.00008012%
612;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;RIONEGRO;Colombia;Venezuela;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;26025;URBANO;0.00384246%
613;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;LA DORADA;Colombia;Venezuela;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;78949;RURAL;0.00126664%
614;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;PASCA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;12669;URBANO;0.00789328%
615;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;PRIMERA INFANCIA 0 - 5;SI;NO;NO;Ley 906;MESETAS;Colombia;Venezuela;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;11589;URBANO;0.00862887%
616;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BARBACOAS;Colombia;NA;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;42193;RURAL;0.00237006%
617;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;MAJAGUAL;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;MASCULINO;1;34205;RURAL;0.00292355%
618;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;ESPINAL;Colombia;NA;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;75692;RURAL;0.00132114%
619;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;1057767;RURAL;0.00009454%
620;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BUENOS AIRES;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;MASCULINO;1;35197;RURAL;0.00284115%
621;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;TAMALAMEQUE;Colombia;Venezuela;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;13651;URBANO;0.00732547%
622;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;ACEVEDO;Colombia;Venezuela;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;36649;RURAL;0.00272859%
623;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;FONSECA;Colombia;NA;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;35611;RURAL;0.00280812%
624;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SANTA MARTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NARIÑO;FEMENINO;1;524031;RURAL;0.00019083%
625;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CARMEN DE APICALA;Colombia;NA;NO;DIRECCION SECCIONAL DE NARIÑO;FEMENINO;1;9000;RURAL;0.01111111%
626;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INVESTIGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CALI;Colombia;NA;NO;DIRECCION SECCIONAL DE NARIÑO;FEMENINO;1;2496346;RURAL;0.00004006%
627;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;ANGOSTURA;Colombia;Venezuela;NO;DIRECCION SECCIONAL DE NARIÑO;FEMENINO;1;10832;RURAL;0.00923191%
628;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;INACTIVO;INDAGACION;FEMINICIDIO;PRE-ADOLESCENTE 12 - 13;SI;SI;NO;Ley 906;GUAMAL;Colombia;NA;NO;DIRECCION SECCIONAL DE NARIÑO;FEMENINO;1;28541;URBANO;0.00350373%
629;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SOACHA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;567546;RURAL;0.0001762%
630;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SOACHA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;567546;RURAL;0.0001762%
631;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INVESTIGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SALGAR;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;17249;URBANO;0.00579744%
632;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;CUBARA;Colombia;Venezuela;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;6743;RURAL;0.01483019%
633;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;MANIZALES;Colombia;Colombia;NO;DIRECCION SECCIONAL DE PUTUMAYO;FEMENINO;1;402646;RURAL;0.00024836%
634;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;FUNDACION;Colombia;Colombia;NO;DIRECCION SECCIONAL DE PUTUMAYO;FEMENINO;1;57677;URBANO;0.00173379%
635;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BARBACOAS;Colombia;NA;NO;DIRECCION SECCIONAL DE RISARALDA;FEMENINO;2;42193;URBANO;0.00474012%
636;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;FLORIDABLANCA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE RISARALDA;FEMENINO;1;267936;URBANO;0.00037322%
637;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SABANA DE TORRES;Colombia;Colombia;NO;DIRECCION SECCIONAL DE SANTANDER;FEMENINO;1;17772;RURAL;0.00562683%
638;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;EL COLEGIO;Colombia;NA;NO;DIRECCION SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;22335;RURAL;0.00447728%
639;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SABANETA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE SANTANDER;FEMENINO;1;55230;RURAL;0.00181061%
640;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;SABANETA;Colombia;NA;NO;DIRECCION SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;55230;URBANO;0.00181061%
641;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BARRANQUILLA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE SANTANDER;FEMENINO;1;1239804;RURAL;0.00008066%
642;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE SANTANDER;FEMENINO;1;8380801;RURAL;0.00001193%
643;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE SANTANDER;FEMENINO;1;8380801;URBANO;0.00001193%
644;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;MONTECRISTO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;2;23853;URBANO;0.00838469%
645;NO;2019;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;LA PAZ;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;3;4938;RURAL;0.06075334%
